-0.002 	0.0051890985 	0 	0 	0
-0.001995996 	0.0051890912 	-4.1512973e-11 	3.5589955e-07 	0.0036239647
-0.001991992 	0.0051890838 	-8.3025946e-11 	7.1179909e-07 	0.0072479294
-0.001987988 	0.0051890764 	-1.2453892e-10 	1.0676986e-06 	0.010871894
-0.001983984 	0.0051890691 	-1.6605189e-10 	1.4235982e-06 	0.014495859
-0.00197998 	0.0051890617 	-2.0756487e-10 	1.7794977e-06 	0.018119823
-0.001975976 	0.0051890544 	-2.4907784e-10 	2.1353973e-06 	0.021743788
-0.001971972 	0.005189047 	-2.9059081e-10 	2.4912968e-06 	0.025367753
-0.001967968 	0.0051890396 	-3.3210378e-10 	2.8471964e-06 	0.028991717
-0.001963964 	0.0051890323 	-3.7361676e-10 	3.2030959e-06 	0.032615682
-0.00195996 	0.0051890249 	-4.1512973e-10 	3.5589955e-06 	0.036239647
-0.001955956 	0.0051890176 	-4.5940544e-10 	3.9135547e-06 	0.039862609
-0.001951952 	0.0051890109 	-5.2561358e-10 	4.2574742e-06 	0.043477614
-0.0019479479 	0.0051890042 	-5.9182171e-10 	4.6013937e-06 	0.047092619
-0.0019439439 	0.005189006 	-6.4252746e-10 	5.2052106e-06 	0.050621966
-0.0019399399 	0.0051890206 	-6.7008108e-10 	6.1971728e-06 	0.054023387
-0.0019359359 	0.0051890351 	-6.9763471e-10 	7.189135e-06 	0.057424808
-0.0019319319 	0.0051890497 	-7.2518833e-10 	8.1810973e-06 	0.060826229
-0.0019279279 	0.0051890642 	-7.5274196e-10 	9.1730595e-06 	0.06422765
-0.0019239239 	0.0051890787 	-7.8029558e-10 	1.0165022e-05 	0.067629071
-0.0019199199 	0.0051890933 	-8.078492e-10 	1.1156984e-05 	0.071030492
-0.0019159159 	0.0051891078 	-8.3540283e-10 	1.2148946e-05 	0.074431913
-0.0019119119 	0.0051891224 	-8.6295645e-10 	1.3140908e-05 	0.077833335
-0.0019079079 	0.0051891369 	-8.9051008e-10 	1.4132871e-05 	0.081234756
-0.0019039039 	0.0051891515 	-9.180637e-10 	1.5124833e-05 	0.084636177
-0.0018998999 	0.005189166 	-9.4561733e-10 	1.6116795e-05 	0.088037598
-0.0018958959 	0.0051891806 	-9.7399947e-10 	1.710694e-05 	0.091438625
